fips,pollutant,year,pred_wght,state_abbr,lat,lon
6085503208,o3,2002,55.56254512,CA,37.28020477,-121.818397
6013307201,o3,2002,55.56236521,CA,38.00135679,-121.8493839
6085506900,o3,2002,55.56163708,CA,37.23065241,-121.9292332
6013355111,o3,2002,55.561547,CA,37.97817621,-121.776088
6013391000,o3,2002,55.56106585,CA,37.90610004,-122.2837124
6001423800,o3,2002,55.55989863,CA,37.85477104,-122.2459176
6013355110,o3,2002,55.55661537,CA,37.9692192,-121.7683726
6001404800,o3,2002,55.5560506,CA,37.80470093,-122.2133525
6081609602,o3,2002,55.55562855,CA,37.48946533,-122.2743695
6001450603,o3,2002,55.55476066,CA,37.6824557,-121.9081467
6001423700,o3,2002,55.55445122,CA,37.86237399,-122.2502197
6085503218,o3,2002,55.55088188,CA,37.28066426,-121.8296019
6085512024,o3,2002,55.54942548,CA,37.26063874,-121.8643081
6081611100,o3,2002,55.54729997,CA,37.45880604,-122.2508238
6085503116,o3,2002,55.54629889,CA,37.27733242,-121.852438
6001421400,o3,2002,55.54274689,CA,37.88841689,-122.2707514
6085511915,o3,2002,55.53887861,CA,37.24534435,-121.8808048
6013354002,o3,2002,55.53811211,CA,37.90041774,-122.1815659
6085511916,o3,2002,55.53697811,CA,37.23748122,-121.8968156
6085503210,o3,2002,55.53624687,CA,37.28923995,-121.8240018
6085503217,o3,2002,55.53562422,CA,37.28719286,-121.8301427
6085504411,o3,2002,55.53341477,CA,37.41649925,-121.8648466
6085504315,o3,2002,55.53173883,CA,37.40942524,-121.859608
6085504423,o3,2002,55.52985116,CA,37.43358592,-121.8711606
6013360102,o3,2002,55.5261862,CA,37.96465046,-122.2688666
6085512005,o3,2002,55.52126094,CA,37.26975373,-121.8650757
6001405000,o3,2002,55.52125041,CA,37.80823769,-122.2256901
6001443322,o3,2002,55.51944556,CA,37.48236704,-121.9201769
6085504415,o3,2002,55.51874036,CA,37.42584285,-121.8691833
6085502910,o3,2002,55.51353353,CA,37.25169912,-121.8845725
6085504412,o3,2002,55.50844756,CA,37.43949135,-121.880454
6001443301,o3,2002,55.50643812,CA,37.4705795,-121.9134219
6081608800,o3,2002,55.50534203,CA,37.51702644,-122.3086197
6085504422,o3,2002,55.50200746,CA,37.45874521,-121.9064616
6001443104,o3,2002,55.50111299,CA,37.53176304,-121.925787
6001422800,o3,2002,55.49777572,CA,37.86669656,-122.2589805
6001443105,o3,2002,55.49568624,CA,37.52170658,-121.9301272
